7,1,134.04,-708.00,409.80,863.04,0.71,-1,-1,-1
8,1,135.10,-742.56,411.43,894.91,0.72,-1,-1,-1
9,1,136.77,-769.98,412.86,921.64,0.66,-1,-1,-1
10,1,152.81,-768.88,396.75,916.83,0.65,-1,-1,-1
11,1,157.75,-802.29,406.36,948.14,0.54,-1,-1,-1
12,1,162.89,-786.47,404.31,929.99,0.52,-1,-1,-1
13,1,107.67,-848.82,462.35,994.66,0.30,-1,-1,-1
14,1,140.24,-767.55,432.65,909.25,0.35,-1,-1,-1
15,1,119.41,-765.17,451.60,903.81,0.11,-1,-1,-1
16,1,174.39,-750.20,412.41,888.65,0.37,-1,-1,-1
17,1,213.17,-724.07,375.30,864.99,0.32,-1,-1,-1
18,1,210.97,-704.73,371.41,844.99,0.16,-1,-1,-1
19,1,220.46,-701.86,366.67,842.25,0.16,-1,-1,-1
20,1,234.61,-695.88,356.73,838.62,0.12,-1,-1,-1
21,1,244.98,-701.68,352.01,844.02,0.14,-1,-1,-1
22,1,264.84,-687.37,343.84,827.82,0.16,-1,-1,-1
23,1,277.40,-684.15,345.19,822.13,0.20,-1,-1,-1
24,1,279.64,-686.41,346.83,820.93,0.23,-1,-1,-1
25,1,284.55,-679.76,336.36,807.10,0.36,-1,-1,-1
26,1,304.91,-697.12,342.23,817.00,0.46,-1,-1,-1
27,1,325.42,-686.74,338.07,801.23,0.35,-1,-1,-1
28,1,327.19,-712.81,343.41,817.51,0.39,-1,-1,-1
29,1,324.95,-740.18,355.65,835.67,0.38,-1,-1,-1
30,1,317.70,-794.32,385.28,880.93,0.34,-1,-1,-1
31,1,283.51,-860.24,416.70,931.67,0.31,-1,-1,-1
32,1,301.76,-868.00,410.78,924.46,0.30,-1,-1,-1
33,1,323.40,-909.51,421.15,957.15,0.17,-1,-1,-1
34,1,366.49,-856.40,379.76,889.58,0.18,-1,-1,-1
35,1,404.48,-801.43,355.56,825.28,0.15,-1,-1,-1
36,1,433.87,-772.88,331.04,791.06,0.19,-1,-1,-1
65,1,744.14,-754.95,404.87,942.44,0.60,-1,-1,-1
66,1,749.95,-752.51,405.17,943.65,0.57,-1,-1,-1
67,1,759.29,-698.31,387.03,887.55,0.57,-1,-1,-1
68,1,771.64,-637.74,364.73,823.95,0.51,-1,-1,-1
69,1,779.31,-587.46,352.15,771.57,0.48,-1,-1,-1
70,1,784.29,-550.59,341.82,733.31,0.42,-1,-1,-1
71,1,787.31,-511.81,344.40,695.95,0.28,-1,-1,-1
72,1,789.08,-495.76,348.33,679.84,0.20,-1,-1,-1
73,1,788.79,-505.26,347.35,688.87,0.29,-1,-1,-1
74,1,789.32,-510.87,342.28,693.67,0.41,-1,-1,-1
75,1,786.65,-535.26,341.12,716.72,0.46,-1,-1,-1
76,1,789.62,-531.86,332.77,712.54,0.47,-1,-1,-1
77,1,786.63,-556.64,334.27,737.21,0.50,-1,-1,-1
78,1,787.30,-570.36,330.44,750.15,0.49,-1,-1,-1
79,1,787.08,-583.33,330.07,763.03,0.44,-1,-1,-1
80,1,786.88,-570.42,326.83,749.58,0.28,-1,-1,-1
81,1,789.56,-590.63,318.99,766.14,0.42,-1,-1,-1
82,1,784.31,-642.17,329.41,816.71,0.26,-1,-1,-1
83,1,779.52,-709.61,351.25,885.32,0.19,-1,-1,-1
84,1,781.72,-692.01,346.78,864.23,0.17,-1,-1,-1
85,1,780.63,-663.02,339.24,834.67,0.28,-1,-1,-1
86,1,786.55,-693.10,342.10,866.68,0.53,-1,-1,-1
87,1,776.07,-745.98,363.40,925.87,0.57,-1,-1,-1
88,1,772.15,-753.55,365.76,941.51,0.62,-1,-1,-1
89,1,771.84,-744.88,366.58,944.40,0.58,-1,-1,-1
90,1,773.95,-698.33,355.80,912.83,0.46,-1,-1,-1
91,1,766.15,-643.29,344.24,873.01,0.43,-1,-1,-1
92,1,755.22,-617.19,344.05,859.79,0.45,-1,-1,-1
93,1,755.38,-584.02,333.48,843.98,0.29,-1,-1,-1
94,1,736.86,-665.33,355.92,944.99,0.58,-1,-1,-1
95,1,733.96,-669.47,354.03,965.39,0.57,-1,-1,-1
96,1,722.58,-653.95,359.23,963.50,0.47,-1,-1,-1
97,1,709.60,-678.41,374.99,996.96,0.62,-1,-1,-1
98,1,694.87,-735.33,402.02,1062.63,0.70,-1,-1,-1
99,1,690.54,-732.76,403.19,1067.51,0.64,-1,-1,-1
100,1,680.72,-717.96,406.81,1056.80,0.68,-1,-1,-1
101,1,664.68,-727.53,422.37,1071.96,0.70,-1,-1,-1
102,1,642.69,-752.18,444.22,1106.42,0.72,-1,-1,-1
103,1,635.25,-738.57,444.30,1099.59,0.69,-1,-1,-1
104,1,620.57,-732.23,454.23,1096.15,0.67,-1,-1,-1
105,1,612.09,-734.30,460.33,1099.96,0.68,-1,-1,-1
106,1,609.74,-719.24,458.73,1092.82,0.66,-1,-1,-1
107,1,599.18,-707.30,469.71,1075.74,0.66,-1,-1,-1
108,1,582.97,-702.03,485.53,1070.11,0.61,-1,-1,-1
109,1,582.23,-678.47,476.30,1044.93,0.68,-1,-1,-1
110,1,578.95,-628.92,456.23,994.84,0.76,-1,-1,-1
111,1,569.82,-610.76,454.64,977.06,0.75,-1,-1,-1
112,1,565.73,-569.94,448.57,937.37,0.77,-1,-1,-1
113,1,564.84,-504.89,436.93,872.73,0.70,-1,-1,-1
114,1,562.61,-524.47,442.41,893.43,0.77,-1,-1,-1
115,1,558.81,-526.96,451.38,898.20,0.78,-1,-1,-1
116,1,551.30,-528.81,463.55,899.50,0.74,-1,-1,-1
117,1,550.83,-524.21,470.94,903.89,0.74,-1,-1,-1
118,1,551.83,-526.72,473.98,939.84,0.79,-1,-1,-1
119,1,551.48,-525.99,480.36,980.79,0.79,-1,-1,-1
120,1,551.51,-510.70,482.68,1007.06,0.80,-1,-1,-1
121,1,550.75,-480.57,487.51,1019.77,0.82,-1,-1,-1
122,1,551.55,-468.46,495.81,1034.33,0.83,-1,-1,-1
123,1,550.72,-478.54,503.23,1061.57,0.77,-1,-1,-1
124,1,552.39,-485.20,505.31,1078.60,0.81,-1,-1,-1
125,1,554.10,-491.20,511.89,1099.82,0.76,-1,-1,-1
126,1,555.77,-516.45,516.45,1139.39,0.77,-1,-1,-1
127,1,555.23,-514.25,524.93,1146.85,0.68,-1,-1,-1
128,1,558.20,-492.15,521.77,1133.48,0.61,-1,-1,-1
129,1,559.74,-507.78,518.13,1148.03,0.78,-1,-1,-1
130,1,558.79,-530.39,519.43,1168.23,0.81,-1,-1,-1
131,1,556.57,-545.05,521.70,1183.08,0.82,-1,-1,-1
132,1,563.96,-523.21,509.83,1163.39,0.83,-1,-1,-1
133,1,571.92,-468.54,500.70,1112.21,0.82,-1,-1,-1
134,1,578.09,-431.70,492.76,1078.13,0.78,-1,-1,-1
135,1,585.49,-406.80,485.31,1053.24,0.80,-1,-1,-1
136,1,592.02,-390.29,480.00,1033.18,0.85,-1,-1,-1
137,1,594.69,-390.46,482.89,1032.39,0.86,-1,-1,-1
138,1,598.77,-367.40,484.03,1008.76,0.88,-1,-1,-1
139,1,600.53,-343.60,484.82,984.50,0.84,-1,-1,-1
140,1,599.80,-345.71,499.79,1010.19,0.88,-1,-1,-1
141,1,598.51,-358.54,512.61,1066.06,0.88,-1,-1,-1
142,1,597.00,-351.45,515.92,1112.65,0.87,-1,-1,-1
143,1,595.40,-352.88,515.53,1159.98,0.87,-1,-1,-1
144,1,593.16,-329.29,513.72,1175.34,0.91,-1,-1,-1
145,1,588.46,-306.48,511.68,1181.07,0.89,-1,-1,-1
146,1,581.60,-280.82,511.48,1179.72,0.88,-1,-1,-1
147,1,574.57,-261.16,510.09,1178.64,0.88,-1,-1,-1
148,1,566.23,-246.40,510.79,1181.17,0.84,-1,-1,-1
149,1,551.41,-222.99,517.68,1172.39,0.82,-1,-1,-1
150,1,529.83,-225.01,532.54,1191.48,0.72,-1,-1,-1
151,1,469.40,-196.82,594.86,1180.40,0.82,-1,-1,-1
152,1,441.61,-174.02,623.37,1166.47,0.82,-1,-1,-1
153,1,432.10,-145.47,632.64,1137.95,0.83,-1,-1,-1
154,1,419.59,-124.15,642.06,1120.96,0.79,-1,-1,-1
155,1,398.28,-135.91,672.71,1131.14,0.87,-1,-1,-1
156,1,385.31,-117.28,674.64,1107.33,0.89,-1,-1,-1
157,1,371.89,-111.66,691.12,1101.36,0.88,-1,-1,-1
158,1,354.14,-113.28,692.83,1101.81,0.86,-1,-1,-1
159,1,337.44,-105.44,697.06,1091.91,0.88,-1,-1,-1
160,1,318.39,-109.20,696.44,1091.67,0.88,-1,-1,-1
161,1,302.02,-87.41,690.02,1063.67,0.90,-1,-1,-1
162,1,283.09,-78.52,691.59,1054.39,0.86,-1,-1,-1
163,1,267.30,-50.62,694.44,1035.18,0.85,-1,-1,-1
164,1,252.69,-30.55,701.56,1036.84,0.83,-1,-1,-1
165,1,243.41,-20.73,696.66,1059.77,0.79,-1,-1,-1
166,1,233.38,-7.04,686.76,1082.09,0.86,-1,-1,-1
167,1,225.88,8.40,669.59,1096.32,0.82,-1,-1,-1
168,1,219.18,21.04,643.12,1122.24,0.76,-1,-1,-1
169,1,208.42,36.68,654.30,1144.56,0.55,-1,-1,-1
170,1,193.23,47.21,671.23,1181.76,0.31,-1,-1,-1
171,1,184.76,63.27,673.19,1187.10,0.27,-1,-1,-1
172,1,175.25,81.81,681.93,1202.27,0.18,-1,-1,-1
173,1,165.14,100.94,695.88,1222.78,0.45,-1,-1,-1
174,1,157.46,114.36,704.68,1220.02,0.24,-1,-1,-1
175,1,149.62,115.49,713.25,1253.42,0.12,-1,-1,-1
184,1,113.45,233.31,742.99,1054.31,0.61,-1,-1,-1
185,1,114.42,242.63,747.36,1024.22,0.71,-1,-1,-1
186,1,119.31,247.75,747.74,1001.52,0.74,-1,-1,-1
187,1,116.10,249.01,752.08,978.37,0.36,-1,-1,-1
188,1,111.59,253.30,756.53,963.12,0.43,-1,-1,-1
189,1,115.17,248.57,752.89,981.82,0.83,-1,-1,-1
190,1,118.44,249.15,748.40,962.01,0.87,-1,-1,-1
191,1,113.29,250.71,752.83,831.33,0.80,-1,-1,-1
192,1,116.33,254.90,750.50,750.09,0.69,-1,-1,-1
193,1,117.11,255.80,750.36,701.51,0.47,-1,-1,-1
194,1,116.37,257.55,754.23,704.63,0.61,-1,-1,-1
195,1,116.79,259.84,750.59,705.67,0.87,-1,-1,-1
196,1,117.17,260.95,748.37,704.50,0.45,-1,-1,-1
197,1,116.36,267.07,746.67,695.37,0.46,-1,-1,-1
198,1,119.31,269.08,743.05,713.33,0.67,-1,-1,-1
199,1,122.22,269.36,742.79,763.00,0.58,-1,-1,-1
200,1,128.11,272.68,736.67,825.76,0.80,-1,-1,-1
201,1,130.18,274.03,737.40,907.00,0.83,-1,-1,-1
202,1,133.79,283.72,737.71,956.11,0.83,-1,-1,-1
203,1,135.61,289.34,732.93,1012.74,0.84,-1,-1,-1
204,1,135.94,291.15,731.47,1052.08,0.74,-1,-1,-1
205,1,136.82,293.57,727.94,1072.71,0.67,-1,-1,-1
206,1,137.44,294.40,728.57,1074.74,0.47,-1,-1,-1
207,1,136.52,294.89,731.88,1065.25,0.61,-1,-1,-1
208,1,135.19,295.89,732.84,1071.85,0.66,-1,-1,-1
209,1,136.73,297.11,732.44,1079.84,0.73,-1,-1,-1
210,1,136.83,295.92,737.20,1087.72,0.81,-1,-1,-1
211,1,137.62,293.48,739.82,1089.05,0.85,-1,-1,-1
212,1,134.42,297.47,742.71,1079.05,0.85,-1,-1,-1
213,1,132.71,298.92,744.89,1069.69,0.77,-1,-1,-1
214,1,130.80,299.71,747.59,1074.95,0.70,-1,-1,-1
215,1,132.45,296.46,747.47,1067.54,0.77,-1,-1,-1
216,1,129.44,297.05,748.50,1052.39,0.74,-1,-1,-1
217,1,130.53,292.76,748.53,1041.96,0.75,-1,-1,-1
218,1,128.26,291.74,749.62,1030.27,0.84,-1,-1,-1
219,1,128.05,289.74,750.00,994.87,0.85,-1,-1,-1
220,1,128.14,283.80,750.90,955.71,0.85,-1,-1,-1
221,1,128.35,281.77,750.43,923.09,0.82,-1,-1,-1
222,1,127.33,279.57,752.59,875.25,0.79,-1,-1,-1
223,1,128.23,273.72,752.11,839.08,0.78,-1,-1,-1
224,1,127.31,272.99,753.17,801.81,0.67,-1,-1,-1
225,1,129.51,271.47,748.48,771.50,0.74,-1,-1,-1
226,1,131.46,275.97,743.65,740.82,0.67,-1,-1,-1
227,1,132.52,276.97,743.74,720.36,0.73,-1,-1,-1
228,1,134.17,277.17,738.08,709.00,0.73,-1,-1,-1
229,1,138.61,278.08,732.13,698.47,0.78,-1,-1,-1
230,1,138.66,280.06,729.94,688.69,0.78,-1,-1,-1
231,1,138.96,279.14,731.09,688.27,0.81,-1,-1,-1
232,1,140.00,276.86,729.67,691.37,0.77,-1,-1,-1
233,1,139.57,275.55,729.98,693.89,0.56,-1,-1,-1
234,1,141.04,271.70,726.61,698.36,0.41,-1,-1,-1
235,1,143.31,269.35,724.28,716.75,0.53,-1,-1,-1
236,1,144.29,266.30,728.39,751.35,0.34,-1,-1,-1
237,1,147.55,267.33,725.11,801.67,0.78,-1,-1,-1
238,1,151.46,272.06,722.47,854.20,0.79,-1,-1,-1
239,1,155.26,277.46,718.50,924.30,0.83,-1,-1,-1
240,1,158.08,280.80,710.53,979.44,0.78,-1,-1,-1
241,1,155.54,276.08,716.87,1068.93,0.64,-1,-1,-1
242,1,155.82,277.20,717.38,1067.53,0.35,-1,-1,-1
243,1,157.93,278.90,718.74,1074.29,0.66,-1,-1,-1
244,1,157.26,277.09,720.09,1077.48,0.68,-1,-1,-1
245,1,157.43,275.15,719.83,1074.32,0.80,-1,-1,-1
246,1,155.55,273.77,717.85,1065.57,0.84,-1,-1,-1
247,1,156.07,275.13,715.22,1058.43,0.84,-1,-1,-1
248,1,155.93,277.85,714.26,1052.98,0.84,-1,-1,-1
249,1,156.96,280.47,712.82,1048.86,0.74,-1,-1,-1
250,1,154.15,280.52,718.68,1049.75,0.58,-1,-1,-1
251,1,157.98,288.72,713.78,1025.78,0.74,-1,-1,-1
252,1,159.43,290.88,711.93,1009.54,0.77,-1,-1,-1
